Huber, Patrick, 1961-07-08, M, LEICHTATHLETIK
Bauer, Anna, 1929-07-03, F, RUDERN
Holzman, Tom, 1957-03-12, M, FECHTEN
Trommler, Lena, 1940-05-22, F, TURNEN
Kohler, Stephanie, 1975-01-09, F, REITEN
Bumgarner, Robert, 1929-12-10, M, RUDERN
Neumann, Michelle, 1991-10-05, F, FUSSBALL
Braun, Michelle, 1963-06-06, F, LEICHTATHLETIK
Schulz, Tim, 1958-07-05, M, FECHTEN
Jager, Katja, 1927-06-16, F, FUSSBALL
Nagel, Daniel, 1923-06-14, M, RADSPORT
Gerste, Doreen, 1997-02-20, F, TANZEN
Vogt, Birgit, 1966-05-19, F, REITEN
Friedman, Dirk, 1986-05-21, M, RUDERN
Hoffmann, Joerg, 1962-11-20, M, LEICHTATHLETIK
Freytag, Niklas, 1969-11-04, M, HANDBALL
Baumgartner, Nicole, 1920-12-26, F, RADSPORT
Mahler, Dennis, 1993-01-24, M, FECHTEN
Bach, Dirk, 1949-01-25, M, HANDBALL
Zweig, Marcel, 1989-12-20, M, TANZEN
Freytag, Wolfgang, 1983-04-14, M, FUSSBALL
Koenig, Ursula, 1949-07-31, F, FUSSBALL
Reiniger, Ralph, 1947-05-17, M, FUSSBALL
Krueger, Stephan, 1938-10-27, M, LEICHTATHLETIK
Kunze, Jana, 1930-12-20, F, LEICHTATHLETIK
Kaiser, Simone, 1923-02-20, F, TANZEN
Baecker, Wolfgang, 1967-12-01, M, FUSSBALL
Kalb, Klaus, 1989-07-21, M, TURNEN
Schuhmacher, Angelika, 1981-03-16, F, TURNEN
Eichmann, Christina, 1969-11-19, F, RADSPORT
Wulf, Katharina, 1941-05-30, F, TANZEN
Pfeiffer, David, 1988-03-24, M, LEICHTATHLETIK
Lemann, Janina, 1954-01-07, F, RUDERN
Austerlitz, David, 1939-03-16, M, REITEN
Buerger, Franziska, 1972-07-21, F, HANDBALL
Bader, Kristian, 1965-06-06, M, RADSPORT
Dresdner, Anja, 1975-07-25, F, FECHTEN
Grunewald, Andrea, 1933-12-04, F, RUDERN
Austerlitz, Andrea, 1977-01-08, F, TURNEN
Kuhn, Lukas, 1952-10-19, M, SCHWIMMEN
Nadel, Ursula, 1933-03-30, F, TURNEN
Unger, Juergen, 1928-12-03, M, RADSPORT
Schuhmacher, Katharina, 1995-01-09, F, RADSPORT
Austerlitz, Ursula, 1936-07-21, F, TANZEN
Wolf, Christian, 1985-05-10, M, HANDBALL
Eberhardt, Manuela, 1969-02-26, F, LEICHTATHLETIK
Pfeifer, Bernd, 1958-11-26, M, HANDBALL
Ziegler, Katharina, 1951-04-08, F, HANDBALL
Achen, Stefan, 1931-02-26, M, TURNEN
Mueller, Matthias, 1958-07-26, M, RADSPORT
Kuhn, Jana, 1968-08-19, F, FECHTEN
Sanger, Jessika, 1981-04-23, F, HANDBALL
Schmitz, Lukas, 1948-02-11, M, REITEN
Vogel, Sven, 1957-02-12, M, TANZEN
Meister, Paul, 1937-08-12, M, REITEN
Koenig, Maximilian, 1961-10-27, M, SCHWIMMEN
Nacht, Patrick, 1938-05-06, M, FECHTEN
Gruenewald, Brigitte, 1990-04-26, F, RADSPORT
Pfaff, Steffen, 1934-12-20, M, TURNEN
Gloeckner, Uta, 1976-07-04, F, TURNEN
Krause, Eric, 1926-08-12, M, REITEN
Adler, Leah, 1995-05-25, F, HANDBALL
Papst, Felix, 1945-09-25, M, RADSPORT
Fisher, Gabriele, 1942-03-28, F, FECHTEN
Wechsler, Stefan, 1992-09-13, M, RUDERN
Baum, Karin, 1970-05-06, F, HANDBALL
Schwarz, Nadine, 1986-10-23, F, HANDBALL
Pfeifer, Tobias, 1948-04-16, M, TURNEN
Foerster, Uwe, 1952-04-04, M, FUSSBALL
Koertig, Jessica, 1975-04-18, F, LEICHTATHLETIK
Hoffmann, Brigitte, 1920-03-09, F, FUSSBALL
Sommer, Leah, 1996-10-18, F, RUDERN
Shuster, Ines, 1955-07-16, F, RADSPORT
Nacht, Luca, 1969-11-08, M, SCHWIMMEN
Fuchs, Robert, 1999-05-13, M, HANDBALL
Schulz, Franziska, 1995-03-02, F, RADSPORT
Weber, Sebastian, 1941-10-24, M, RADSPORT
Luft, Kevin, 1988-11-23, M, FUSSBALL
Schreiner, Jessica, 1960-03-28, F, RUDERN
Ritter, Juergen, 1922-06-18, M, RADSPORT
Mayer, Heike, 1933-05-19, F, TANZEN
Schultz, Dennis, 1988-02-18, M, REITEN
Kohler, Robert, 1930-03-12, M, RADSPORT
Furst, Phillipp, 1967-11-09, M, HANDBALL
Fleischer, Maik, 1960-04-27, M, FECHTEN
Freitag, Diana, 1984-07-05, F, RADSPORT
Kaestner, Matthias, 1978-11-27, M, RADSPORT
Hofmann, Susanne, 1994-03-31, F, RADSPORT
Hertz, Markus, 1982-04-26, M, REITEN
Gaertner, Joerg, 1969-10-04, M, HANDBALL
Wolf, Leon, 1956-09-06, M, FUSSBALL
Herrmann, Christine, 1935-06-23, F, LEICHTATHLETIK
Pfeffer, Leah, 1925-07-07, F, HANDBALL
Gottlieb, Andreas, 1960-05-02, M, TURNEN
Weiss, Claudia, 1997-10-27, F, TURNEN
Amsel, Annett, 1961-09-20, F, TURNEN
Schuster, Jan, 1983-03-12, M, RUDERN
Baumgaertner, Anna, 1930-07-24, F, FECHTEN
Freitag, Thorsten, 1948-03-23, M, RUDERN
Gaertner, Petra, 1965-05-02, F, TURNEN
Shuster, Christina, 1995-11-12, F, RUDERN
Schwarz, Marco, 1969-01-08, M, SCHWIMMEN
Schreiber, Sebastian, 1983-09-19, M, SCHWIMMEN
Schwab, Simone, 1943-05-29, F, HANDBALL
Wexler, Stefanie, 1981-08-13, F, SCHWIMMEN
Fenstermacher, Juliane, 1931-02-19, F, SCHWIMMEN
Bachmeier, Thomas, 1923-12-04, M, SCHWIMMEN
Herrmann, Michael, 1934-11-17, M, TANZEN
Kaestner, Steffen, 1938-01-14, M, FUSSBALL
Frei, Leonie, 1966-02-24, F, HANDBALL
Fleischer, Ulrike, 1941-02-20, F, RUDERN
Jaeger, Dominik, 1987-12-11, M, RADSPORT
Abend, Vanessa, 1944-08-13, F, REITEN
Sommer, Klaudia, 1920-04-15, F, TANZEN
Farber, Martin, 1973-01-21, M, FUSSBALL
Richter, Christina, 1980-03-10, F, LEICHTATHLETIK
Schultz, Petra, 1970-01-10, F, LEICHTATHLETIK
Lehmann, Philipp, 1997-07-24, M, FECHTEN
Farber, Markus, 1956-09-01, M, SCHWIMMEN
Osterhagen, Manuela, 1965-03-15, F, FUSSBALL
Schuster, Gabriele, 1929-04-26, F, FECHTEN
Bergmann, Juergen, 1928-01-08, M, RADSPORT
Bauer, Birgit, 1926-05-05, F, RUDERN
Richter, Stefan, 1970-04-08, M, HANDBALL
Muller, Anja, 1957-07-29, F, HANDBALL
Shuster, Peter, 1962-12-23, M, REITEN
Bohm, Lena, 1975-07-09, F, RADSPORT
Pfaff, Marina, 1943-10-21, F, TANZEN
Daecher, Jan, 1969-01-08, M, RADSPORT
Schwarz, Ulrike, 1933-10-30, F, LEICHTATHLETIK
Koehler, Janina, 1974-02-07, F, RUDERN
Schreiner, Stefanie, 1942-05-24, F, TANZEN
Baier, Tim, 1937-05-19, M, LEICHTATHLETIK
Thalberg, Christine, 1922-03-31, F, REITEN
Saenger, Martin, 1917-09-20, M, RADSPORT
Krueger, Anna, 1934-07-12, F, RADSPORT
Reinhard, Sabine, 1975-08-09, F, TANZEN
Mueller, Juergen, 1956-08-24, M, REITEN
Koch, Christian, 1966-06-01, M, HANDBALL
Klein, Kerstin, 1983-06-16, F, TURNEN
Saenger, Matthias, 1982-12-21, M, RADSPORT
Bayer, Robert, 1928-12-15, M, RADSPORT
Ziegler, Sandra, 1984-10-13, F, TURNEN
Krause, Julia, 1958-04-13, F, SCHWIMMEN
Huber, Kathrin, 1968-04-21, F, REITEN
Beike, Barbara, 1997-08-11, F, LEICHTATHLETIK
Holtzmann, Yvonne, 1960-02-03, F, LEICHTATHLETIK
Schweizer, Tom, 1977-01-04, M, RADSPORT
Adler, Sebastian, 1943-04-26, M, TURNEN
Bayer, Kristin, 1955-08-28, F, FECHTEN
Schaefer, Maximilian, 1982-10-31, M, RADSPORT
Trommler, Mario, 1990-06-09, M, SCHWIMMEN
Beich, Mathias, 1945-11-07, M, LEICHTATHLETIK
Hahn, Uta, 1917-11-27, F, RADSPORT
Koertig, Erik, 1930-12-18, M, RADSPORT
Luft, Michael, 1924-10-06, M, REITEN
Brandt, Martin, 1988-10-12, M, SCHWIMMEN
Grunwald, Simone, 1985-01-25, F, RADSPORT
Aachen, Leonie, 1934-02-03, F, TURNEN
Ziegler, Julia, 1934-02-10, F, LEICHTATHLETIK
Grunwald, Janina, 1990-12-26, F, FUSSBALL
Becker, Tom, 1968-01-29, M, HANDBALL
Lange, Klaus, 1941-11-01, M, FUSSBALL
Kuster, Lea, 1945-06-29, F, HANDBALL
Boehm, Kevin, 1958-07-01, M, SCHWIMMEN
Weiss, Nadine, 1953-04-21, F, RUDERN
Shuster, Sebastian, 1995-02-23, M, TANZEN
Schweizer, Wolfgang, 1947-09-13, M, RUDERN
Ostermann, Dieter, 1936-04-03, M, FUSSBALL
Weisz, Matthias, 1959-02-13, M, FECHTEN
Bieber, Dominik, 1920-11-27, M, TURNEN
Urner, Juergen, 1945-06-18, M, SCHWIMMEN
Dreher, Lena, 1946-04-03, F, TANZEN
Walter, Lisa, 1970-01-05, F, FUSSBALL
Foerster, Christin, 1988-01-12, F, FECHTEN
Schroder, Wolfgang, 1960-03-28, M, HANDBALL
Goldschmidt, Tobias, 1973-04-17, M, HANDBALL
Amsel, David, 1930-06-22, M, LEICHTATHLETIK
Schreiber, Uta, 1976-12-09, F, TANZEN
Baader, Mathias, 1991-04-16, M, TURNEN
Weissmuller, Dirk, 1962-03-17, M, FECHTEN
Bayer, Laura, 1983-03-19, F, HANDBALL
Trommler, Brigitte, 1971-03-29, F, FECHTEN
Frei, Karin, 1938-07-23, F, SCHWIMMEN
Meister, Julia, 1939-07-24, F, SCHWIMMEN
Achen, Phillipp, 1987-06-03, M, LEICHTATHLETIK
Schwab, Katharina, 1995-09-26, F, RADSPORT
Schmid, Christin, 1929-04-05, F, TURNEN
Krueger, Sabrina, 1967-12-27, F, LEICHTATHLETIK
Hofmann, Frank, 1969-04-19, M, REITEN
Freud, Stephanie, 1994-04-26, F, REITEN
Eggers, Steffen, 1968-02-15, M, RADSPORT
Biermann, Tim, 1956-03-24, M, FECHTEN
Schwartz, Angelika, 1996-07-06, F, REITEN
Schuster, Mario, 1975-02-08, M, FUSSBALL
Faust, Sophie, 1940-10-06, F, RADSPORT
Zimmermann, Yvonne, 1993-04-17, F, TURNEN
Ritter, Doreen, 1937-05-03, F, TANZEN
Barth, Maximilian, 1997-08-01, M, RADSPORT
Zimmermann, Stephan, 1939-05-23, M, HANDBALL
Dresner, Tanja, 1928-01-28, F, FECHTEN
Neustadt, Anna, 1991-11-02, F, TANZEN
Eichel, Tim, 1952-11-09, M, REITEN
Baader, Andrea, 1976-10-30, F, FECHTEN
Pfaff, Juergen, 1991-02-12, M, FUSSBALL
Beckenbauer, Heike, 1987-10-21, F, RUDERN
Bauer, Ursula, 1948-09-11, F, HANDBALL
Herman, Thomas, 1969-02-12, M, TANZEN
Weissmuller, Leonie, 1949-02-10, F, TANZEN
Dreher, Mathias, 1947-12-23, M, SCHWIMMEN
Biermann, Marco, 1963-03-16, M, TURNEN
Frueh, Markus, 1950-10-23, M, RADSPORT
Maier, Nicole, 1972-10-08, F, RADSPORT
Bumgarner, Juliane, 1938-03-03, F, SCHWIMMEN
Weisz, Luca, 1983-06-11, M, RUDERN
Kortig, Peter, 1969-04-17, M, RUDERN
Mahler, Brigitte, 1989-11-27, F, HANDBALL
Hueber, Anne, 1932-07-02, F, FECHTEN
Hofmann, Dieter, 1982-03-25, M, FUSSBALL
Luft, Ulrike, 1956-07-04, F, TURNEN
Baecker, Steffen, 1999-02-21, M, SCHWIMMEN
Hertz, Johanna, 1990-10-25, F, LEICHTATHLETIK
Berg, Nadine, 1955-10-31, F, FECHTEN
Boehm, Benjamin, 1981-07-05, M, FECHTEN
Drechsler, Jennifer, 1922-06-09, F, LEICHTATHLETIK
Unger, Kristian, 1923-09-21, M, TURNEN
Koch, Brigitte, 1967-05-09, F, FECHTEN
Zimmer, Daniel, 1939-02-22, M, FECHTEN
Kaiser, Mandy, 1932-03-20, F, LEICHTATHLETIK
Freytag, Ute, 1947-01-25, F, SCHWIMMEN
Fuerst, David, 1988-09-11, M, RUDERN
Hoover, Andrea, 1971-04-01, F, TURNEN
Brauer, Patrick, 1947-12-21, M, RUDERN
Krause, Dirk, 1993-12-26, M, SCHWIMMEN
Dietrich, Lea, 1920-05-30, F, FECHTEN
Eichel, Robert, 1937-03-02, M, TANZEN
Dresdner, Heike, 1945-11-10, F, FECHTEN
Pfeifer, Christin, 1984-02-27, F, HANDBALL
Hueber, Klaudia, 1918-06-16, F, LEICHTATHLETIK
Weiss, Ralf, 1946-07-10, M, SCHWIMMEN
Reiniger, Leon, 1936-11-30, M, RADSPORT
Weiss, Mario, 1935-11-09, M, TURNEN
Dresner, Benjamin, 1995-06-11, M, RADSPORT
Wannemaker, Maximilian, 1985-06-19, M, TURNEN
Gottlieb, Christian, 1930-02-28, M, RADSPORT
Gruenewald, Petra, 1965-12-30, F, FECHTEN
Lowe, Ulrich, 1963-12-16, M, HANDBALL
Koehler, Marko, 1943-06-26, M, FECHTEN
Grunewald, Janina, 1920-05-19, F, TANZEN
Daecher, Stephan, 1970-06-05, M, TANZEN
Jaeger, Jessika, 1921-06-08, F, LEICHTATHLETIK
Eichelberger, Michelle, 1955-11-12, F, TANZEN
Baier, Anne, 1942-02-07, F, SCHWIMMEN
Meier, Michelle, 1927-03-09, F, RUDERN
Moeller, Sophia, 1958-01-02, F, RUDERN
Schultz, Klaus, 1969-11-16, M, TANZEN
Lange, Christine, 1951-08-02, F, REITEN
Hoover, Manuela, 1952-09-27, F, TURNEN
Mueller, Anja, 1921-11-24, F, TURNEN
Bachmeier, Lukas, 1963-05-30, M, FUSSBALL
Pfeifer, Marina, 1983-04-25, F, TANZEN
Saenger, Frank, 1942-03-02, M, TANZEN
Baecker, Doreen, 1976-09-05, F, FECHTEN
Eichmann, Christian, 1944-09-08, M, FUSSBALL
Meister, Florian, 1994-06-14, M, RUDERN
Eichel, Andrea, 1936-12-25, F, RADSPORT
Schiffer, Jessica, 1926-02-12, F, REITEN
Cole, Sven, 1996-04-21, M, SCHWIMMEN
Baader, Christin, 1990-05-29, F, REITEN
Beike, Lucas, 1921-08-09, M, REITEN
Bauer, Ralf, 1921-06-25, M, TANZEN
Ackermann, Anja, 1921-10-04, F, RADSPORT
Zimmer, Katrin, 1965-05-19, F, HANDBALL
Kunze, Karin, 1960-06-10, F, HANDBALL
Weissmuller, Felix, 1938-06-01, M, REITEN
Bayer, Tim, 1963-02-02, M, TURNEN
Friedmann, Stephan, 1941-07-05, M, REITEN
Schulz, Brigitte, 1930-07-14, F, LEICHTATHLETIK
Foerster, Dieter, 1985-06-05, M, LEICHTATHLETIK
Rothschild, Daniel, 1933-10-31, M, TANZEN
Baumgaertner, Ulrich, 1982-01-26, M, TURNEN
Werner, Uwe, 1988-04-18, M, TANZEN
Ackerman, Daniela, 1990-11-28, F, LEICHTATHLETIK
Saenger, Tom, 1992-10-22, M, REITEN
Amsel, Sara, 1954-07-16, F, HANDBALL
Austerlitz, Luca, 1979-08-04, M, REITEN
Lang, Tanja, 1944-10-02, F, RADSPORT
Weissmuller, Birgit, 1931-05-07, F, RUDERN
Maier, Susanne, 1965-06-03, F, FUSSBALL
Bieber, Robert, 1952-02-13, M, FUSSBALL
Osterhagen, Klaus, 1926-03-10, M, TURNEN
Weiss, Martina, 1950-07-03, F, RUDERN
Kohl, Antje, 1955-06-12, F, REITEN
Mueller, Sophie, 1946-09-04, F, RUDERN
Maurer, Phillipp, 1950-09-23, M, LEICHTATHLETIK
Hartmann, Dennis, 1959-03-25, M, TURNEN
Schmidt, Leah, 1993-12-13, F, TURNEN
Drechsler, Silke, 1996-03-31, F, TANZEN
Fuhrmann, Kevin, 1952-03-06, M, LEICHTATHLETIK
Goldschmidt, Frank, 1922-05-15, M, TURNEN
Theiss, Jonas, 1987-09-07, M, TANZEN
Kappel, Erik, 1987-12-29, M, TURNEN
Grunwald, Yvonne, 1991-03-24, F, TANZEN
Trommler, Christian, 1939-01-31, M, TURNEN
Buerger, Paul, 1939-11-26, M, SCHWIMMEN
Wulf, Simone, 1923-07-30, F, TURNEN
Mueller, Julia, 1977-12-14, F, TANZEN
Pfeifer, Christina, 1921-09-07, F, TANZEN
Egger, Wolfgang, 1922-04-15, M, HANDBALL
Amsel, Stefanie, 1977-09-06, F, RUDERN
Abend, Florian, 1919-09-11, M, TURNEN
Traugott, Sabrina, 1952-06-03, F, FECHTEN
Bach, Sabrina, 1959-05-27, F, LEICHTATHLETIK
Boehm, Kerstin, 1997-07-01, F, TANZEN
Schultz, Christin, 1945-08-01, F, LEICHTATHLETIK
Brandt, Manuela, 1935-12-18, F, SCHWIMMEN
Konig, Ursula, 1952-02-03, F, SCHWIMMEN
Fischer, Ute, 1935-09-27, F, HANDBALL
Cole, Martina, 1917-09-07, F, FUSSBALL
Meister, Tanja, 1978-02-16, F, LEICHTATHLETIK
Fiedler, Lucas, 1949-01-24, M, FUSSBALL
Pfaff, Jens, 1985-01-23, M, RUDERN
Krause, Doreen, 1927-06-14, F, LEICHTATHLETIK
Wulf, Stefan, 1977-11-19, M, RADSPORT
Brandt, Thorsten, 1967-10-20, M, RADSPORT
Rothstein, Marina, 1923-12-11, F, SCHWIMMEN
Bumgarner, Sarah, 1943-09-01, F, RUDERN
Rothstein, Jana, 1928-02-28, F, LEICHTATHLETIK
Freytag, Uwe, 1933-04-04, M, RADSPORT
Wolf, Tanja, 1921-07-27, F, SCHWIMMEN
Abt, Uwe, 1987-08-27, M, SCHWIMMEN
Loewe, Jessica, 1958-03-29, F, TURNEN
Klein, Michelle, 1977-08-05, F, RADSPORT
Pfaff, Lea, 1927-04-17, F, HANDBALL
Schmitz, Katrin, 1981-04-04, F, TANZEN
Wurfel, Christina, 1994-08-05, F, FECHTEN
Sommer, Kristin, 1990-10-16, F, RUDERN
Kalb, Janina, 1974-05-13, F, RUDERN
Jung, Jonas, 1931-03-29, M, SCHWIMMEN
Schwarz, Julia, 1947-01-06, F, TURNEN
Eiffel, Sabrina, 1969-02-26, F, LEICHTATHLETIK
Weber, Benjamin, 1939-09-19, M, HANDBALL
Hoch, Barbara, 1970-07-10, F, RUDERN
Nagel, Claudia, 1932-09-17, F, HANDBALL
Burger, Klaus, 1971-10-18, M, HANDBALL
Schroder, Sabine, 1926-09-14, F, FECHTEN
Gaertner, Tim, 1970-12-24, M, RADSPORT
Herman, Martina, 1975-09-22, F, SCHWIMMEN
Eberhardt, Gabriele, 1930-08-23, F, REITEN
Boehm, Heike, 1981-12-05, F, REITEN
Eberhardt, Matthias, 1922-12-12, M, FECHTEN
Jaeger, Erik, 1940-10-13, M, SCHWIMMEN
Meier, Sabine, 1968-10-26, F, SCHWIMMEN
Freytag, Matthias, 1991-02-05, M, FUSSBALL
Schwab, Ute, 1949-02-28, F, RUDERN
Theiss, Mandy, 1960-10-20, F, FUSSBALL
Aachen, Martina, 1928-12-13, F, REITEN
Drescher, Laura, 1941-04-30, F, RUDERN
Wagner, Robert, 1993-06-10, M, FUSSBALL
Kuefer, Manuela, 1932-04-04, F, REITEN
Achen, Swen, 1949-08-22, M, FECHTEN
Jung, Maximilian, 1929-02-04, M, TANZEN
Schreiber, Sabrina, 1951-04-18, F, SCHWIMMEN
Frueh, Maria, 1924-05-11, F, HANDBALL
Jung, Daniela, 1929-10-05, F, HANDBALL
Schmitt, Monika, 1927-04-03, F, REITEN
Ostermann, Julia, 1989-02-02, F, RUDERN
Herz, Brigitte, 1985-11-16, F, TURNEN
Feierabend, Maik, 1932-06-22, M, HANDBALL
Kuhn, Sophia, 1962-04-15, F, REITEN
Werfel, Susanne, 1966-01-17, F, FECHTEN
Beyer, Leah, 1941-03-30, F, RUDERN
Koehler, Uwe, 1924-05-20, M, FECHTEN
Klein, Uwe, 1949-05-31, M, LEICHTATHLETIK
Zweig, Maria, 1957-09-03, F, LEICHTATHLETIK
Weiss, Katrin, 1957-05-14, F, LEICHTATHLETIK
Bohm, Stephan, 1980-04-27, M, HANDBALL
Kuhn, Maria, 1968-03-31, F, HANDBALL
Jaeger, Jonas, 1933-06-08, M, RADSPORT
Daecher, Lucas, 1935-10-20, M, HANDBALL
Ebersbacher, Maximilian, 1979-08-22, M, RUDERN
Dreher, Monika, 1980-09-17, F, LEICHTATHLETIK
Zimmer, Mario, 1991-12-25, M, FUSSBALL
Lehmann, Petra, 1967-02-23, F, REITEN
Achen, Eric, 1955-05-24, M, HANDBALL
Koenig, Dennis, 1971-06-09, M, TURNEN
Ziegler, Marko, 1958-12-25, M, TANZEN
Baader, Martin, 1964-12-18, M, LEICHTATHLETIK
Farber, Manuela, 1920-12-07, F, LEICHTATHLETIK
Bauer, Philipp, 1960-03-08, M, LEICHTATHLETIK
Dresdner, Anne, 1983-01-18, F, FUSSBALL
Gersten, Daniela, 1940-11-06, F, HANDBALL
Egger, Daniela, 1948-02-14, F, FECHTEN
Eberhart, Susanne, 1964-09-06, F, TANZEN
Kirsch, Lena, 1949-02-23, F, LEICHTATHLETIK
Braun, Peter, 1918-04-30, M, LEICHTATHLETIK
Shuster, Andreas, 1957-04-22, M, REITEN
Schaefer, Anja, 1932-09-01, F, FUSSBALL
Herz, Leonie, 1953-06-19, F, TANZEN
Krause, Ralph, 1934-04-12, M, TURNEN
Oster, Karin, 1939-02-15, F, SCHWIMMEN
Weiss, Stephan, 1945-04-12, M, LEICHTATHLETIK
Drechsler, Petra, 1996-08-08, F, RUDERN
Friedmann, Tim, 1956-12-14, M, RADSPORT
Barth, Ute, 1967-01-04, F, LEICHTATHLETIK
Kuester, Karin, 1965-04-15, F, REITEN
Dietrich, Doreen, 1994-09-22, F, REITEN
Adler, Ursula, 1945-02-15, F, SCHWIMMEN
Winkel, Sven, 1998-12-31, M, TANZEN
Moeller, Ralph, 1957-06-01, M, RADSPORT
Faerber, Kristian, 1992-12-24, M, RADSPORT
Farber, Michael, 1998-03-11, M, REITEN
Faerber, Uta, 1920-03-04, F, HANDBALL
Papst, Silke, 1950-05-24, F, TURNEN
Cole, Marina, 1988-06-28, F, FUSSBALL
Grunwald, Andreas, 1940-08-19, M, RUDERN
Schaefer, Kevin, 1974-02-09, M, TANZEN
Lange, Jan, 1994-02-18, M, FUSSBALL
Grunewald, Lena, 1958-03-29, F, LEICHTATHLETIK
Freeh, Michael, 1932-11-07, M, SCHWIMMEN
Abend, Kristin, 1953-09-18, F, TANZEN
Kaestner, Lukas, 1997-04-02, M, TANZEN
Koertig, Laura, 1956-09-08, F, TANZEN
Fried, Kristian, 1980-05-22, M, TURNEN
Mueller, Christian, 1958-04-01, M, SCHWIMMEN
Waechter, Daniela, 1976-05-12, F, RADSPORT
Scherer, Patrick, 1991-06-22, M, TURNEN
Decker, Marcel, 1985-06-11, M, HANDBALL
Blau, Tobias, 1939-08-14, M, HANDBALL
Duerr, Sven, 1927-12-22, M, RADSPORT
Kalb, Lucas, 1998-06-13, M, TURNEN
Foerster, Lukas, 1977-07-25, M, TANZEN
Junker, Maik, 1993-11-06, M, TURNEN
Eisenhauer, Lisa, 1979-02-24, F, TANZEN
Mueller, Ursula, 1985-10-20, F, TURNEN
Wurfel, Sophia, 1952-08-02, F, TURNEN
Scherer, Marina, 1935-06-09, F, HANDBALL
Kappel, Ulrich, 1941-01-30, M, RUDERN
Durr, Lena, 1971-05-19, F, RADSPORT
Schweitzer, Daniel, 1928-01-18, M, FUSSBALL
Blau, Melanie, 1948-10-23, F, FECHTEN
Bieber, Peter, 1942-07-20, M, RUDERN
Kaiser, Marko, 1942-10-16, M, RADSPORT
Dietrich, Leon, 1935-10-09, M, HANDBALL
Nacht, David, 1987-03-08, M, RUDERN
Waechter, Annett, 1934-02-20, F, REITEN
Koch, Annett, 1962-12-13, F, RADSPORT
Kuefer, Heike, 1998-11-04, F, LEICHTATHLETIK
Frei, Florian, 1957-07-05, M, RADSPORT
Fassbinder, Katrin, 1976-01-27, F, TANZEN
Kluge, Philipp, 1947-12-08, M, HANDBALL
Boehm, Anne, 1987-11-20, F, SCHWIMMEN
Naumann, Sabrina, 1967-07-31, F, TANZEN
Holzman, Jennifer, 1960-06-08, F, TURNEN
Neumann, Ute, 1982-02-03, F, FECHTEN
Berg, Nadine, 1921-05-19, F, FECHTEN
Meister, Annett, 1950-06-18, F, FUSSBALL
Oster, Uta, 1978-08-20, F, RUDERN
Fuhrmann, Karolin, 1969-07-23, F, HANDBALL
Grunwald, Nadine, 1935-12-09, F, REITEN
Frueh, Simone, 1940-05-21, F, RUDERN
Himmel, Thomas, 1967-11-14, M, REITEN
Bar, Karolin, 1950-02-11, F, RADSPORT
Schwab, Silke, 1984-03-07, F, LEICHTATHLETIK
Fuchs, Eric, 1932-01-28, M, TURNEN
Peters, Doreen, 1986-06-09, F, TURNEN
Meyer, Anne, 1970-10-13, F, LEICHTATHLETIK
Koehler, Kerstin, 1976-06-16, F, LEICHTATHLETIK
Wechsler, Alexander, 1950-10-22, M, TURNEN
Eichmann, Thomas, 1993-04-02, M, RADSPORT
Decker, Daniela, 1997-05-10, F, TANZEN
Schwab, Mandy, 1995-06-25, F, HANDBALL
Burger, Monika, 1967-06-22, F, SCHWIMMEN
Wirth, Dieter, 1974-01-06, M, RUDERN
Beike, Klaudia, 1991-06-28, F, RUDERN
Naumann, Kristin, 1934-01-25, F, HANDBALL
Burger, Anne, 1997-05-24, F, RADSPORT
Hartmann, Benjamin, 1933-12-27, M, HANDBALL
Friedmann, Anja, 1955-09-08, F, RUDERN
Moeller, Ralph, 1968-11-02, M, RUDERN
Koch, Philipp, 1964-09-13, M, TANZEN
Nacht, Ulrich, 1979-05-25, M, FECHTEN
Meier, Peter, 1945-08-07, M, TURNEN
Mahler, Tom, 1946-04-11, M, TURNEN
Faerber, Sophia, 1934-03-15, F, REITEN
Schwab, Ulrike, 1986-08-13, F, RUDERN
Friedmann, Stefan, 1972-11-22, M, HANDBALL
Eisenhauer, Christian, 1955-03-12, M, RUDERN
Hoch, Christine, 1967-03-01, F, RADSPORT
Ostermann, Jennifer, 1957-02-02, F, HANDBALL
Diederich, Brigitte, 1965-10-28, F, REITEN
Maurer, David, 1962-04-14, M, RADSPORT
Baader, Anne, 1926-05-08, F, HANDBALL
Kuhn, Heike, 1985-10-20, F, FECHTEN
Jung, Ralph, 1969-06-01, M, SCHWIMMEN
Himmel, Dennis, 1967-10-21, M, TANZEN
Peters, Patrick, 1941-09-01, M, LEICHTATHLETIK
Durr, Maximilian, 1928-10-12, M, REITEN
Fisher, Vanessa, 1974-07-02, F, TANZEN
Sankt, Felix, 1941-06-08, M, RADSPORT
Schultheiss, Martin, 1929-08-20, M, REITEN
Gottlieb, Uwe, 1926-10-05, M, FUSSBALL
Gaertner, Phillipp, 1981-03-12, M, TURNEN
Herzog, Johanna, 1940-02-13, F, FECHTEN
Mueller, Nicole, 1993-10-08, F, REITEN
Mehler, Marko, 1940-07-21, M, TURNEN
Bayer, Markus, 1961-06-06, M, SCHWIMMEN
Luft, Jana, 1985-01-13, F, REITEN
Thalberg, Simone, 1940-07-03, F, TURNEN
Bosch, Nicole, 1925-10-09, F, SCHWIMMEN
Eichmann, Lena, 1934-02-24, F, LEICHTATHLETIK
Theissen, Christian, 1938-06-10, M, HANDBALL
Schwarz, Jessika, 1950-12-30, F, REITEN
