Abt, Andreas, 1944-01-02, M, REITEN
Koenig, Niklas, 1959-08-13, M, SCHWIMMEN
Kalb, Nadine, 1950-09-13, F, TURNEN
Kunze, Niklas, 1994-12-14, M, HANDBALL
Krueger, Niklas, 1936-01-17, M, TANZEN
Kalb, Niklas, 1938-02-17, M, TANZEN
Kalb, Nadine, 1976-01-22, F, RUDERN
Koehler, Nicole, 1921-08-24, F, HANDBALL
Kalb, Nicole, 1973-08-29, F, FUSSBALL
Kluge, Philipp, 1979-03-01, M, FUSSBALL
Kluge, Philipp, 1972-05-01, M, HANDBALL
Kastner, Philipp, 1958-10-02, M, HANDBALL
Krueger, Peter, 1961-10-02, M, FECHTEN
Kappel, Peter, 1920-01-06, M, TURNEN
Kunze, Petra, 1926-01-06, F, HANDBALL
Koehler, Peter, 1980-02-06, M, SCHWIMMEN
Kuhn, Paul, 1921-03-06, M, RADSPORT
Kluge, Petra, 1948-03-06, F, LEICHTATHLETIK
Koenig, Paul, 1940-06-07, M, TURNEN
Kuhn, Peter, 1946-07-07, M, FECHTEN
Klug, Peter, 1953-07-07, M, HANDBALL
Koehler, Phillipp, 1981-07-07, M, TURNEN
Kappel, Phillipp, 1967-08-07, M, SCHWIMMEN
Kluge, Philipp, 1947-12-08, M, HANDBALL
Kuhn, Peter, 1951-12-08, M, TURNEN
Kohl, Patrick, 1995-12-08, M, TURNEN
Koehler, Patrick, 1935-05-12, M, RADSPORT
Klein, Paul, 1981-05-12, M, TURNEN
Klug, Patrick, 1932-06-12, M, HANDBALL
Koertig, Philipp, 1939-06-12, M, REITEN
Kuster, Philipp, 1951-06-12, M, FUSSBALL
Koehler, Paul, 1994-06-12, M, SCHWIMMEN
Kaiser, Patrick, 1995-06-12, M, FUSSBALL
Kastner, Phillipp, 1951-09-13, M, TANZEN
Koch, Philipp, 1964-09-13, M, TANZEN
Kirsch, Phillipp, 1970-09-13, M, RUDERN
Kuster, Phillipp, 1972-10-13, M, TANZEN
Kastner, Paul, 1977-11-13, M, SCHWIMMEN
Klein, Petra, 1986-11-13, F, RUDERN
Kortig, Peter, 1969-04-17, M, RUDERN
Kortig, Petra, 1919-07-18, F, FECHTEN
Koehler, Patrick, 1979-07-18, M, RADSPORT
Konig, Phillipp, 1990-07-18, M, FUSSBALL
Kuester, Patrick, 1971-08-18, M, FECHTEN
Koenig, Philipp, 1976-08-18, M, REITEN
Keller, Paul, 1961-09-18, M, FUSSBALL
Krueger, Philipp, 1927-12-19, M, TURNEN
Kluge, Petra, 1947-12-19, F, TURNEN
Koch, Phillipp, 1943-01-22, M, TURNEN
Kuster, Paul, 1945-01-22, M, FECHTEN
Klug, Paul, 1946-01-22, M, TURNEN
Kohl, Philipp, 1952-01-22, M, RUDERN
Koenig, Phillipp, 1977-01-22, M, SCHWIMMEN
Kruger, Patrick, 1922-06-23, M, SCHWIMMEN
Klein, Philipp, 1948-07-23, M, RUDERN
Kohl, Peter, 1981-07-23, M, RUDERN
Kluge, Paul, 1929-11-24, M, SCHWIMMEN
Koehler, Paul, 1994-12-24, M, HANDBALL
Keller, Patrick, 1931-04-28, M, RUDERN
Krueger, Phillipp, 1972-04-28, M, TANZEN
Kaiser, Phillipp, 1982-08-29, M, FUSSBALL
Kappel, Peter, 1992-08-29, M, FUSSBALL
Koch, Petra, 1937-09-29, F, HANDBALL
Kuefer, Patrick, 1970-10-29, M, LEICHTATHLETIK
Kaufmann, Patrick, 1992-10-29, M, TANZEN
Klug, Ralph, 1985-01-01, M, TANZEN
Koehler, Ralf, 1997-02-01, M, FECHTEN
Kuster, Ralf, 1963-06-02, M, RADSPORT
Kaufmann, Rene, 1942-07-02, M, RUDERN
Kalb, Ralf, 1972-08-02, M, HANDBALL
Koertig, Ralph, 1931-01-06, M, HANDBALL
Kappel, Rene, 1953-01-06, M, REITEN
Kaufmann, Rene, 1962-04-07, M, LEICHTATHLETIK
Kuhn, Robert, 1982-04-07, M, TURNEN
Kuefer, Rene, 1985-04-07, M, FUSSBALL
Koehler, Ralph, 1997-04-07, M, FECHTEN
Kastner, Robert, 1935-05-07, M, LEICHTATHLETIK
Konig, Ralf, 1968-05-07, M, RUDERN
Kortig, Rene, 1923-06-07, M, REITEN
Koehler, Robert, 1975-09-08, M, FECHTEN
Kohler, Robert, 1930-03-12, M, RADSPORT
Kuhn, Rene, 1946-03-12, M, SCHWIMMEN
Krause, Ralph, 1934-04-12, M, TURNEN
Koertig, Ralph, 1981-07-13, M, REITEN
Kirsch, Ralf, 1935-08-13, M, HANDBALL
Kastner, Ralf, 1965-08-13, M, RADSPORT
Kaufmann, Ralph, 1950-12-14, M, SCHWIMMEN
Kalb, Ralf, 1972-12-14, M, TURNEN
Koenig, Ralf, 1973-12-14, M, LEICHTATHLETIK
Kuefer, Ralph, 1922-02-17, M, FUSSBALL
Kaestner, Ralf, 1924-05-18, M, LEICHTATHLETIK
Kuhn, Robert, 1995-05-18, M, TANZEN
Kaiser, Ralph, 1940-06-18, M, TURNEN
Koertig, Robert, 1968-07-18, M, FECHTEN
Koch, Rene, 1953-10-19, M, FUSSBALL
Krueger, Ralph, 1926-08-24, M, LEICHTATHLETIK
Krause, Ralph, 1984-09-24, M, TURNEN
Keller, Rene, 1991-01-28, M, RUDERN
Kaestner, Ralf, 1923-03-28, M, FUSSBALL
Kohler, Robert, 1971-03-28, M, LEICHTATHLETIK
Kohl, Ralf, 1939-06-29, M, LEICHTATHLETIK
Kortig, Robert, 1980-06-29, M, RUDERN
Kaiser, Rene, 1969-07-29, M, HANDBALL
Kastner, Ralph, 1983-11-30, M, RADSPORT
Kaufmann, Rene, 1943-12-30, M, TANZEN
Koenig, Stefan, 1925-03-04, M, LEICHTATHLETIK
Kuster, Sabine, 1929-03-04, F, TANZEN
Klug, Sandra, 1934-03-04, F, FUSSBALL
Kruger, Steffen, 1935-03-04, M, FECHTEN
Kuefer, Simone, 1945-03-04, F, FUSSBALL
Kluge, Sophia, 1954-03-04, F, LEICHTATHLETIK
Koenig, Swen, 1969-03-04, M, FECHTEN
Kaestner, Stephan, 1989-03-04, M, RUDERN
Kohl, Sarah, 1918-04-04, F, TURNEN
Kuester, Susanne, 1945-04-04, F, TANZEN
Kluge, Sarah, 1954-04-04, F, FECHTEN
Koch, Stefan, 1971-04-04, M, RADSPORT
Kuester, Stefanie, 1972-04-04, F, FECHTEN
Koch, Sara, 1929-05-04, F, LEICHTATHLETIK
Kirsch, Sven, 1937-05-04, M, TANZEN
Kuester, Sabine, 1950-05-04, F, LEICHTATHLETIK
Kruger, Stephanie, 1958-05-04, F, HANDBALL
Kuester, Stephanie, 1970-05-04, F, LEICHTATHLETIK
Kaestner, Sabine, 1997-05-04, F, RADSPORT
Koenig, Sebastian, 1935-08-05, M, RADSPORT
Koehler, Simone, 1947-08-05, F, LEICHTATHLETIK
Kaestner, Sophie, 1970-08-05, F, TANZEN
Klein, Sabine, 1939-09-05, F, SCHWIMMEN
Kunze, Sarah, 1943-09-05, F, FUSSBALL
Krueger, Stefan, 1970-09-05, M, HANDBALL
Kastner, Steffen, 1976-09-05, M, TANZEN
Kluge, Sebastian, 1977-09-05, M, TURNEN
Kluge, Stefanie, 1988-09-05, F, TANZEN
Keller, Simone, 1990-09-05, F, TURNEN
Kuster, Silke, 1923-10-05, F, FECHTEN
Kastner, Simone, 1938-10-05, F, RADSPORT
Kuster, Steffen, 1984-10-05, M, RUDERN
Kappel, Swen, 1926-01-09, M, TURNEN
Kohler, Sophia, 1963-01-09, F, RUDERN
Klug, Sarah, 1966-01-09, F, SCHWIMMEN
Koehler, Stefanie, 1967-01-09, F, RADSPORT
Kohler, Stephanie, 1975-01-09, F, REITEN
Konig, Silke, 1984-01-09, F, RUDERN
Koehler, Sophia, 1930-02-09, F, TANZEN
Krause, Sandra, 1957-02-09, F, RADSPORT
Kastner, Sophie, 1958-02-09, F, HANDBALL
Koenig, Silke, 1934-03-09, F, RUDERN
Kaufmann, Sven, 1937-03-09, M, TURNEN
Kunze, Sebastian, 1948-03-09, M, LEICHTATHLETIK
Kortig, Sandra, 1954-03-09, F, REITEN
Keller, Sabine, 1955-03-09, F, TANZEN
Kirsch, Silke, 1976-03-09, F, TURNEN
Kohler, Susanne, 1984-03-09, F, TURNEN
Koch, Sarah, 1992-03-09, F, SCHWIMMEN
Kuster, Stephan, 1968-06-10, M, RUDERN
Koehler, Sebastian, 1999-06-10, M, HANDBALL
Kohl, Sven, 1921-07-10, M, TANZEN
Kuhn, Silke, 1992-07-10, F, TANZEN
Kortig, Sven, 1996-07-10, M, FECHTEN
Kaestner, Stephan, 1939-08-10, M, HANDBALL
Koenig, Sven, 1945-08-10, M, SCHWIMMEN
Konig, Stefan, 1986-08-10, M, RUDERN
Kaestner, Sarah, 1995-08-10, F, TURNEN
Konig, Steffen, 1918-11-11, M, RADSPORT
Kuhn, Sandra, 1928-11-11, F, TURNEN
Kalb, Susanne, 1933-11-11, F, RADSPORT
Kuefer, Stephan, 1945-11-11, M, FECHTEN
Kaufmann, Stefan, 1958-11-11, M, FECHTEN
Koertig, Sabine, 1994-11-11, F, HANDBALL
Kaufmann, Sandra, 1993-12-11, F, REITEN
Koenig, Silke, 1925-01-14, F, LEICHTATHLETIK
Kaestner, Steffen, 1938-01-14, M, FUSSBALL
Kuhn, Sabrina, 1940-01-14, F, LEICHTATHLETIK
Kastner, Sophia, 1975-01-14, F, RUDERN
Kortig, Stephan, 1954-04-15, M, FECHTEN
Kuhn, Sophia, 1962-04-15, F, REITEN
Kohler, Simone, 1966-04-15, F, REITEN
Koenig, Stefan, 1947-05-15, M, REITEN
Klein, Swen, 1969-05-15, M, LEICHTATHLETIK
Krause, Sven, 1942-06-15, M, TANZEN
Kuster, Swen, 1947-09-16, M, TANZEN
Kaestner, Silke, 1976-09-16, F, SCHWIMMEN
Kohl, Sabrina, 1924-10-16, F, HANDBALL
Koehler, Sabrina, 1935-10-16, F, HANDBALL
Koehler, Sabine, 1990-10-16, F, RUDERN
Kastner, Stefan, 1918-11-16, M, TURNEN
Klein, Stefan, 1940-11-16, M, LEICHTATHLETIK
Kortig, Stefan, 1948-11-16, M, REITEN
Kunze, Silke, 1952-11-16, F, SCHWIMMEN
Kunze, Simone, 1967-11-16, F, HANDBALL
Kaiser, Simone, 1923-02-20, F, TANZEN
Kohl, Susanne, 1926-02-20, F, RADSPORT
Kuster, Sara, 1949-02-20, F, FUSSBALL
Kaestner, Swen, 1964-02-20, M, REITEN
Kohler, Steffen, 1965-02-20, M, HANDBALL
Kirsch, Sarah, 1996-02-20, F, FUSSBALL
Koenig, Swen, 1948-03-20, M, FECHTEN
Keller, Sebastian, 1967-03-20, M, SCHWIMMEN
Koenig, Stephan, 1981-03-20, M, TANZEN
Kuster, Sven, 1988-04-20, M, FUSSBALL
Kohler, Stefanie, 1945-07-21, F, FECHTEN
Krueger, Swen, 1987-07-21, M, LEICHTATHLETIK
Kirsch, Sabine, 1943-08-21, F, HANDBALL
Kaiser, Sabine, 1946-08-21, F, RUDERN
Kaufmann, Stephanie, 1920-09-21, F, TANZEN
Kunze, Sven, 1952-09-21, M, RADSPORT
Krueger, Sabine, 1994-09-21, F, RUDERN
Kohler, Steffen, 1933-12-22, M, TURNEN
Keller, Stefan, 1936-12-22, M, HANDBALL
Kohl, Susanne, 1960-12-22, F, TURNEN
Koehler, Sebastian, 1964-12-22, M, TANZEN
Kunze, Susanne, 1960-01-25, F, RUDERN
Kirsch, Sophie, 1984-01-25, F, RADSPORT
Kaestner, Stefan, 1994-01-25, M, TANZEN
Kohl, Simone, 1971-02-25, F, REITEN
Kappel, Stefan, 1975-02-25, M, LEICHTATHLETIK
Kluge, Swen, 1994-02-25, M, FUSSBALL
Kuefer, Sarah, 1931-05-26, F, RUDERN
Kappel, Sabrina, 1974-05-26, F, LEICHTATHLETIK
Koehler, Sebastian, 1995-05-26, M, RUDERN
Koehler, Susanne, 1942-06-26, F, RADSPORT
Kaestner, Steffen, 1973-06-26, M, RADSPORT
Koehler, Steffen, 1986-06-26, M, RADSPORT
Kaiser, Sabrina, 1925-07-26, F, TANZEN
Kluge, Sven, 1938-07-26, M, FECHTEN
Kohler, Steffen, 1961-07-26, M, LEICHTATHLETIK
Koenig, Stefanie, 1967-07-26, F, REITEN
Kalb, Simone, 1988-07-26, F, LEICHTATHLETIK
Klug, Swen, 1918-10-27, M, REITEN
Krueger, Stephan, 1938-10-27, M, LEICHTATHLETIK
Kastner, Stephanie, 1950-10-27, F, RADSPORT
Koehler, Sabine, 1952-10-27, F, HANDBALL
Keller, Sven, 1983-10-27, M, LEICHTATHLETIK
Kuester, Steffen, 1992-10-27, M, TANZEN
Kortig, Sebastian, 1924-11-27, M, REITEN
Kuhn, Sophia, 1944-11-27, F, LEICHTATHLETIK
Koehler, Sabrina, 1946-11-27, F, TURNEN
Kuefer, Simone, 1953-11-27, F, LEICHTATHLETIK
Kuster, Stephanie, 1955-11-27, F, TURNEN
Koenig, Sandra, 1964-11-27, F, FECHTEN
Kappel, Sophie, 1988-11-27, F, LEICHTATHLETIK
Kruger, Sabine, 1993-11-27, F, FECHTEN
Kaiser, Sandra, 1951-12-27, F, REITEN
Krueger, Sabrina, 1967-12-27, F, LEICHTATHLETIK
Kruger, Swen, 1972-12-27, M, RUDERN
Kunze, Sven, 1929-05-31, M, LEICHTATHLETIK
Koenig, Stefanie, 1933-05-31, F, RADSPORT
Kuhn, Sven, 1994-05-31, M, REITEN
Krause, Tom, 1922-04-01, M, FECHTEN
Klug, Thomas, 1983-04-01, M, RUDERN
Krueger, Thomas, 1987-04-01, M, TANZEN
Krause, Thorsten, 1931-08-02, M, RUDERN
Krause, Tanja, 1919-09-02, F, TANZEN
Kuefer, Thorsten, 1925-09-02, M, TANZEN
Konig, Tobias, 1942-09-02, M, SCHWIMMEN
Kastner, Thorsten, 1966-10-02, M, LEICHTATHLETIK
Krueger, Torsten, 1979-12-03, M, RUDERN
Klug, Tanja, 1990-12-03, F, HANDBALL
Kunze, Tim, 1948-01-06, M, LEICHTATHLETIK
Kuester, Tim, 1979-01-06, M, HANDBALL
Kuefer, Torsten, 1941-02-06, M, TANZEN
Kastner, Tom, 1946-02-06, M, FECHTEN
Kappel, Tobias, 1921-06-07, M, REITEN
Kruger, Tobias, 1960-06-07, M, LEICHTATHLETIK
Koenig, Torsten, 1942-07-07, M, FUSSBALL
Koertig, Tom, 1985-08-07, M, TANZEN
Koehler, Tom, 1921-10-08, M, REITEN
Krause, Thomas, 1931-10-08, M, HANDBALL
Klein, Tanja, 1936-12-08, F, TANZEN
Koenig, Tanja, 1946-12-08, F, RUDERN
Kortig, Thomas, 1923-04-12, M, TANZEN
Kuster, Thorsten, 1950-04-12, M, LEICHTATHLETIK
Kuster, Thorsten, 1976-04-12, M, SCHWIMMEN
Kirsch, Tom, 1998-04-12, M, TANZEN
Kohl, Tim, 1929-05-12, M, RADSPORT
Kastner, Tanja, 1949-05-12, F, TURNEN
Kastner, Thomas, 1962-09-13, M, SCHWIMMEN
Konig, Torsten, 1971-09-13, M, RUDERN
Koch, Tom, 1950-10-13, M, LEICHTATHLETIK
Kastner, Tanja, 1984-11-13, F, SCHWIMMEN
Kalb, Tim, 1986-11-13, M, HANDBALL
Koch, Thomas, 1924-03-17, M, TANZEN
Koenig, Thorsten, 1979-03-17, M, RADSPORT
Koenig, Tom, 1996-03-17, M, LEICHTATHLETIK
Kappel, Torsten, 1922-07-18, M, RADSPORT
Kalb, Tobias, 1975-07-18, M, HANDBALL
Kruger, Torsten, 1967-12-19, M, RUDERN
Kunze, Tobias, 1950-01-22, M, FECHTEN
Kluge, Thomas, 1958-01-22, M, TANZEN
Kuefer, Thomas, 1933-05-23, M, TURNEN
Koehler, Thomas, 1919-06-23, M, SCHWIMMEN
Kastner, Thomas, 1934-06-23, M, LEICHTATHLETIK
Kirsch, Tom, 1935-06-23, M, RADSPORT
Krueger, Tom, 1965-06-23, M, RADSPORT
Kastner, Torsten, 1937-11-24, M, TANZEN
Kuefer, Tim, 1991-04-28, M, FECHTEN
Kruger, Thorsten, 1961-08-29, M, REITEN
Kaiser, Torsten, 1969-09-29, M, FECHTEN
Kluge, Thorsten, 1972-09-29, M, TURNEN
Kappel, Thomas, 1991-09-29, M, REITEN
Koenig, Ulrike, 1948-01-03, F, RUDERN
Kuefer, Uta, 1998-01-03, F, REITEN
Konig, Ursula, 1952-02-03, F, SCHWIMMEN
Koertig, Ulrike, 1949-06-04, F, LEICHTATHLETIK
Klein, Ulrike, 1950-11-05, F, TURNEN
Klug, Uwe, 1968-11-05, M, LEICHTATHLETIK
Krause, Ursula, 1964-03-09, F, FUSSBALL
Kaufmann, Uwe, 1928-04-09, M, TURNEN
Klug, Uwe, 1947-09-10, M, LEICHTATHLETIK
Kohl, Uta, 1989-09-10, F, TURNEN
Kaufmann, Ulrich, 1977-01-14, M, REITEN
Kuster, Uwe, 1978-01-14, M, HANDBALL
Kruger, Uta, 1983-02-14, F, FUSSBALL
Kuefer, Ulrike, 1972-06-15, F, TURNEN
Koenig, Uta, 1932-07-15, F, FECHTEN
Krueger, Ulrike, 1970-11-16, F, HANDBALL
Koehler, Uwe, 1924-05-20, M, FECHTEN
Koehler, Ulrich, 1974-10-21, M, SCHWIMMEN
Kaufmann, Uta, 1988-10-21, F, HANDBALL
Kuhn, Ulrich, 1938-03-25, M, FECHTEN
Kunze, Ulrike, 1996-12-27, F, RUDERN
Kluge, Ute, 1935-01-30, F, TANZEN
Kappel, Ulrich, 1941-01-30, M, RUDERN
Klein, Uwe, 1949-05-31, M, LEICHTATHLETIK
Koenig, Ursula, 1949-07-31, F, FUSSBALL
Kaufmann, Vanessa, 1969-04-01, F, FUSSBALL
Kohl, Vanessa, 1954-06-01, F, FUSSBALL
Kaufmann, Vanessa, 1986-09-02, F, SCHWIMMEN
Kuefer, Vanessa, 1920-10-02, F, LEICHTATHLETIK
Kappel, Vanessa, 1991-03-11, F, FECHTEN
Kuester, Vanessa, 1952-10-13, F, RADSPORT
Koch, Vanessa, 1971-02-22, F, SCHWIMMEN
Kohl, Vanessa, 1999-04-28, F, FUSSBALL
Koertig, Wolfgang, 1924-10-10, M, TANZEN
Kastner, Wolfgang, 1991-02-19, M, RADSPORT
Kuhn, Wolfgang, 1954-06-20, M, LEICHTATHLETIK
Krueger, Wolfgang, 1965-11-21, M, RADSPORT
Kastner, Wolfgang, 1948-06-25, M, RADSPORT
Kuester, Yvonne, 1951-09-04, F, TURNEN
Krueger, Yvonne, 1939-01-13, F, TANZEN
Kalb, Yvonne, 1976-04-14, F, TANZEN
Kalb, Yvonne, 1954-06-14, F, TURNEN
Kuefer, Yvonne, 1945-07-14, F, TANZEN
Kastner, Yvonne, 1953-09-15, F, FECHTEN
Kruger, Yvonne, 1960-10-15, F, REITEN
Koertig, Yvonne, 1969-10-15, F, FECHTEN
Krueger, Yvonne, 1947-03-24, F, TANZEN
Kuefer, Yvonne, 1980-06-25, F, HANDBALL
Kastner, Yvonne, 1949-10-26, F, FUSSBALL
Lehrer, Anja, 1938-10-02, F, RUDERN
Lange, Andrea, 1973-11-02, F, TANZEN
Lehrer, Andrea, 1961-02-11, F, HANDBALL
Lang, Andrea, 1957-11-13, F, REITEN
Luft, Andreas, 1971-11-13, M, FUSSBALL
Luft, Anja, 1930-12-13, F, LEICHTATHLETIK
Lehrer, Alexander, 1921-09-18, M, TANZEN
Lemann, Andreas, 1927-10-18, M, RADSPORT
Loewe, Andrea, 1919-04-22, F, REITEN
Lehmann, Anke, 1990-09-23, F, HANDBALL
Luft, Anne, 1930-02-27, F, TANZEN
Lehmann, Annett, 1989-02-27, F, RUDERN
Lehrer, Angelika, 1999-02-27, F, REITEN
Lemann, Antje, 1996-05-28, F, RADSPORT
Lehmann, Andrea, 1962-07-28, F, FECHTEN
Lehrer, Anke, 1976-10-29, F, TURNEN
Lehmann, Anke, 1997-10-29, F, LEICHTATHLETIK
Lehrer, Anja, 1931-12-29, F, REITEN
Loewe, Benjamin, 1917-12-05, M, RADSPORT
Lehmann, Benjamin, 1995-07-09, M, FUSSBALL
Lehmann, Barbara, 1955-10-15, F, TURNEN
Luft, Benjamin, 1924-03-19, M, SCHWIMMEN
Luft, Brigitte, 1934-03-19, F, FECHTEN
Lange, Christine, 1951-08-02, F, REITEN
Loewe, Christin, 1953-01-11, F, RUDERN
Lemann, Christian, 1980-01-11, M, HANDBALL
Lange, Christin, 1997-06-12, F, TURNEN
Lowe, Christin, 1959-11-13, F, TURNEN
Lemann, Christina, 1932-03-17, F, SCHWIMMEN
Lehrer, Christina, 1996-03-17, F, LEICHTATHLETIK
Lange, Christine, 1989-04-17, F, FUSSBALL
Loewe, Christin, 1961-02-22, F, RADSPORT
Luft, Christian, 1938-12-24, M, FECHTEN
Lang, Dieter, 1927-10-05, M, TURNEN
Lowe, Dominik, 1993-10-05, M, FUSSBALL
Lowe, Dieter, 1950-11-05, M, REITEN
Lehmann, Dennis, 1922-03-09, M, TURNEN
Lange, Daniela, 1952-03-09, F, LEICHTATHLETIK
Lemann, Doreen, 1950-08-10, F, LEICHTATHLETIK
Lang, Doreen, 1928-07-15, F, RUDERN
Loewe, Daniela, 1956-11-16, F, TANZEN
Lowe, Diana, 1944-01-19, F, HANDBALL
Lemann, Dieter, 1947-01-19, M, RUDERN
Lehmann, Dominik, 1943-06-20, M, REITEN
Lange, Diana, 1959-09-21, F, RADSPORT
Lange, Doreen, 1962-11-21, F, FUSSBALL
Lemann, David, 1948-02-25, M, FECHTEN
Lehmann, Diana, 1971-04-25, F, FECHTEN
Lang, Dennis, 1975-07-26, M, FUSSBALL
Loewe, Diana, 1967-05-31, F, SCHWIMMEN
Lange, Eric, 1969-11-13, M, RADSPORT
Lehrer, Erik, 1928-04-22, M, RADSPORT
Lehmann, Frank, 1941-07-04, M, SCHWIMMEN
Luft, Felix, 1935-08-04, M, REITEN
Luft, Felix, 1963-12-05, M, RUDERN
Lange, Frank, 1969-02-08, M, RUDERN
Lehrer, Felix, 1937-06-20, M, FECHTEN
Lemann, Frank, 1964-11-21, M, LEICHTATHLETIK
Lehmann, Felix, 1978-05-25, M, RUDERN
Lehrer, Gabriele, 1959-12-13, F, LEICHTATHLETIK
Lemann, Gabriele, 1964-01-16, F, TURNEN
Lehrer, Gabriele, 1946-12-29, F, REITEN
Lehmann, Heike, 1976-09-15, F, FECHTEN
Lehmann, Heike, 1997-03-19, F, HANDBALL
Loewe, Ines, 1984-02-16, F, SCHWIMMEN
Lemann, Ines, 1967-05-27, F, SCHWIMMEN
Lemann, Jens, 1976-01-02, M, SCHWIMMEN
Loewe, Joerg, 1939-06-03, M, LEICHTATHLETIK
Luft, Jennifer, 1990-06-03, F, REITEN
Lemann, Janina, 1954-01-07, F, RUDERN
Lehmann, Jan, 1945-03-08, M, RADSPORT
Lange, Julia, 1996-04-08, F, FECHTEN
Lowe, Jan, 1922-08-09, M, HANDBALL
Luft, Jana, 1985-01-13, F, REITEN
Luft, Jens, 1993-01-13, M, TURNEN
Lemann, Julia, 1982-02-13, F, LEICHTATHLETIK
Lehrer, Jessika, 1948-04-13, F, RUDERN
Lowe, Jessika, 1987-06-14, F, FUSSBALL
Lehrer, Jan, 1930-11-15, M, FUSSBALL
Lemann, Jana, 1922-12-15, F, TANZEN
Lange, Jan, 1994-02-18, M, FUSSBALL
Lehmann, Johanna, 1959-05-19, F, TURNEN
Loewe, Jan, 1942-07-19, M, REITEN
Loewe, Juergen, 1941-05-24, M, RUDERN
Lemann, Julia, 1946-05-24, F, TURNEN
Luft, Jennifer, 1981-05-24, F, REITEN
Lange, Julia, 1956-08-25, F, FUSSBALL
Lowe, Jana, 1979-08-25, F, REITEN
Loewe, Jessica, 1958-03-29, F, TURNEN
Lemann, Jonas, 1970-06-30, M, HANDBALL
Lemann, Juergen, 1926-10-31, M, RADSPORT
Luft, Jana, 1978-10-31, F, FECHTEN
Loewe, Karin, 1941-09-01, F, SCHWIMMEN
Lang, Kathrin, 1953-10-01, F, FECHTEN
Lowe, Klaudia, 1929-11-01, F, TANZEN
Lange, Klaus, 1941-11-01, M, FUSSBALL
Lange, Karin, 1969-11-01, F, REITEN
Lehmann, Kerstin, 1934-03-05, F, TURNEN
Lange, Katharina, 1983-07-06, F, FUSSBALL
Lehrer, Kerstin, 1963-12-07, F, REITEN
Luft, Katrin, 1965-12-07, F, TANZEN
Lehmann, Klaus, 1985-12-07, M, LEICHTATHLETIK
Lehmann, Katja, 1924-03-10, F, RUDERN
Lehrer, Katharina, 1939-03-10, F, FECHTEN
Lang, Katharina, 1954-03-10, F, RUDERN
Lehrer, Kathrin, 1992-04-16, F, REITEN
Lehmann, Karolin, 1940-07-22, F, RADSPORT
Lehmann, Kristian, 1965-07-22, M, SCHWIMMEN
Lehrer, Klaus, 1922-11-23, M, TURNEN
Lehrer, Kristian, 1932-11-23, M, TANZEN
Lemann, Katja, 1976-11-23, F, FECHTEN
Luft, Kevin, 1988-11-23, M, FUSSBALL
Lang, Klaudia, 1922-02-26, F, TURNEN
Lemann, Klaudia, 1953-05-27, F, FECHTEN
Loewe, Klaudia, 1966-05-27, F, SCHWIMMEN
Loewe, Kristian, 1939-07-27, M, LEICHTATHLETIK
Luft, Karin, 1934-12-28, F, RADSPORT
Lehmann, Laura, 1925-07-03, F, RUDERN
Lange, Lisa, 1926-09-03, F, FUSSBALL
Lehmann, Leonie, 1989-10-09, F, FUSSBALL
Lemann, Lucas, 1976-08-14, M, RADSPORT
Luft, Leah, 1925-05-24, F, FUSSBALL
Lehrer, Lena, 1975-11-25, F, RUDERN
Lang, Leonie, 1952-09-30, F, REITEN
Lang, Leon, 1984-09-30, M, RADSPORT
Loewe, Lucas, 1978-12-31, M, RADSPORT
Loewe, Lea, 1994-12-31, F, REITEN
Lang, Markus, 1948-11-01, M, SCHWIMMEN
Lemann, Max, 1983-12-01, M, REITEN
Lange, Michael, 1954-02-04, M, SCHWIMMEN
Lange, Markus, 1926-04-05, M, LEICHTATHLETIK
Luft, Marko, 1928-04-05, M, TURNEN
Lemann, Mike, 1982-04-05, M, TANZEN
Luft, Manuela, 1984-04-05, F, FUSSBALL
Lehmann, Marko, 1976-05-05, M, HANDBALL
Lemann, Markus, 1949-06-05, M, HANDBALL
Lehmann, Marina, 1954-09-06, F, TANZEN
Luft, Michael, 1924-10-06, M, REITEN
Lemann, Marie, 1973-11-06, F, TURNEN
Lemann, Melanie, 1943-02-10, F, REITEN
Loewe, Max, 1926-05-10, M, RADSPORT
Luft, Marcel, 1940-05-10, M, RADSPORT
Lemann, Michelle, 1924-09-11, F, FUSSBALL
Luft, Martin, 1937-09-11, M, SCHWIMMEN
Lange, Mike, 1986-09-11, M, TURNEN
Lang, Marie, 1977-12-12, F, LEICHTATHLETIK
Luft, Maik, 1925-01-15, M, HANDBALL
Lang, Melanie, 1931-01-15, F, SCHWIMMEN
Lange, Mathias, 1949-01-15, M, LEICHTATHLETIK
Lehrer, Marina, 1929-05-16, F, HANDBALL
Lehmann, Marie, 1997-06-16, F, TURNEN
Lowe, Max, 1963-07-16, M, RUDERN
Lang, Marco, 1993-07-16, M, SCHWIMMEN
Luft, Mario, 1940-10-17, M, RUDERN
Lange, Maximilian, 1951-10-17, M, RADSPORT
Lehmann, Matthias, 1930-11-17, M, HANDBALL
Luft, Mathias, 1943-03-21, M, FUSSBALL
Luft, Melanie, 1935-04-21, F, HANDBALL
Lang, Markus, 1923-06-21, M, SCHWIMMEN
Lang, Martin, 1949-06-21, M, HANDBALL
Lang, Mathias, 1959-06-21, M, RUDERN
Lang, Mathias, 1971-09-22, M, FECHTEN
Lange, Michelle, 1991-09-22, F, REITEN
Luft, Marko, 1930-10-22, M, FECHTEN
Lemann, Martin, 1976-10-22, M, FECHTEN
